Majority protein IDs,Protein ID,logFC,Foldchange,PValue,FDR,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q499V0,Q499V0,-0.602240134,0.658730322,0.696962586,0.999921583,Commd7,9081500,8035700,8752200,0,0,5173880,8394400,8570500,0,0,0,3392980,2,3,5,0,0,2,2,2,0,0,0,0.8
Q499V7;Q5EBA9;F1LPV8;B1H270,Q499V7,-0.251105731,0.84025217,0.870633266,0.999921583,Suclg2,405350000,434200000,369270000,425020000,434710000,413710000,289450000,327990000,394650000,362230000,360490000,346962000,37,42,30,32,30,34.2,20,26,20,15,18,19.8
Q4AEF8;A0A0G2K1F3,Q4AEF8,0.366859005,1.289542217,0.812070212,0.999921583,Copg1,190390000,231280000,219570000,214950000,219550000,215148000,249230000,240140000,323800000,303140000,268280000,276918000,10,22,22,24,21,19.8,20,18,23,27,16,20.8
Q4FZS2,Q4FZS2,-0.1126303,0.924900259,0.941740112,0.999921583,Bub3,186670000,170720000,152650000,183840000,177230000,174222000,156590000,158120000,173550000,162920000,153120000,160860000,19,21,19,20,15,18.8,16,17,18,12,9,14.4
Q4FZT0,Q4FZT0,-0.23862109,0.847555008,0.877005235,0.999921583,Stoml2,139990000,127790000,132500000,162450000,174090000,147364000,119690000,137870000,134890000,120930000,110200000,124716000,24,12,17,20,12,17,9,7,12,7,6,8.2
Q4FZT2,Q4FZT2,-0.077785598,0.947510872,0.959742712,0.999921583,Ppme1,23375000,18560000,25491000,22046000,24940000,22882400,19470000,20684000,18021000,19820000,29992000,21597400,8,4,4,4,5,5,5,7,6,6,4,5.6
Q4FZT9,Q4FZT9,0.218887915,1.163836111,0.887095158,0.999921583,Psmd2,1074400000,1269500000,1292300000,1.38E+09,1279200000,1259680000,1353100000,1380600000,1498600000,1688900000,1397800000,1463800000,48,71,61,76,72,65.6,51,57,63,73,64,61.6
Q4FZU0,Q4FZU0,-0.07451859,0.949658958,0.961431911,0.999921583,Acp6,22590000,30489000,19625000,25093000,30490000,25657400,25939000,33444000,33817000,28914000,0,24422800,9,9,3,4,6,6.2,8,8,7,5,2,6
Q4FZY0,Q4FZY0,0.407362214,1.326258699,0.791838923,0.999921583,Efhd2,125930000,105400000,117560000,126310000,110660000,117172000,148070000,163970000,140680000,142660000,179540000,154984000,10,12,13,8,8,10.2,11,17,13,8,16,13
Q4FZZ4;D4A5G8;F7FKI5;A0A0G2JW90;P26284,Q4FZZ4,-0.1240686,0.91759625,0.935837377,0.999921583,LOC100365902;Pdha1l1;Pdha1,386550000,442310000,341800000,426700000,398250000,399122000,322170000,371170000,414990000,356670000,362680000,365536000,36,35,29,29,28,31.4,19,16,17,16,12,16
Q4G017,Q4G017,0.978531809,1.970459106,0.52928908,0.999921583,Nisch,23370000,24519000,0,19021000,26467000,18675400,34930000,35777000,43350000,38506000,31229000,36758400,3,3,0,4,3,2.6,6,7,4,5,6,5.6
Q4G022;G3V9T7,Q4G022,-0.231492061,0.851753537,0.880647901,0.999921583,Asna1,123250000,156150000,107250000,123200000,117560000,125482000,114200000,131850000,143480000,65269000,78404000,106640600,18,19,14,7,8,13.2,9,9,9,2,4,6.6
Q4G061,Q4G061,0.242913087,1.183379729,0.874813614,0.999921583,Eif3b,766580000,874830000,882030000,915730000,899320000,867698000,939690000,911090000,1074700000,1125700000,1.07E+09,1024636000,32,41,35,40,44,38.4,39,35,42,42,38,39.2
Q4G079,Q4G079,0.251956281,1.190820763,0.870199502,0.999921583,Aimp1,133690000,144300000,116100000,141780000,144230000,136020000,165280000,158250000,170670000,167900000,146330000,161686000,19,19,17,13,15,16.6,15,25,17,14,15,17.2
Q4G082;Q63159,Q4G082,-2.469765528,0.180520486,0.128920054,0.999921583,Coq3,10849000,10370000,8490600,0,8879600,7717840,6874900,0,0,0,0,1374980,2,2,2,0,3,1.8,0,0,0,0,0,0
Q4KLF8;A0A0G2K585,Q4KLF8,0.250840694,1.189900297,0.870768439,0.999921583,Arpc5,45877000,45797000,57182000,57345000,51025000,51445200,68942000,62853000,58295000,65528000,49996000,61122800,5,6,5,5,6,5.4,6,4,5,4,5,4.8
Q4KLH4;A0A0G2JYN7,Q4KLH4,-0.409001461,0.753144471,0.79102337,0.999921583,Pspc1,113620000,144240000,148620000,88178000,146180000,128167600,117050000,128090000,80407000,89361000,66622000,96306000,8,13,16,15,13,13,10,14,10,9,9,10.4
Q4KLH7,Q4KLH7,-0.412898636,0.751112735,0.789085511,0.999921583,Rad21,68274000,72156000,80995000,79955000,93156000,78907200,63958000,43514000,57381000,60220000,70217000,59058000,6,11,6,10,11,8.8,7,3,4,7,5,5.2
Q4KLI7;A0A0G2K2X3,Q4KLI7,-0.238802928,0.847448188,0.876912361,0.999921583,Sf3a3,127240000,116170000,99865000,83213000,97854000,104868400,83009000,99366000,87923000,84603000,88456000,88671400,9,14,15,12,15,13,10,13,9,8,11,10.2
Q4KLJ1;D4A720,Q4KLJ1,0.250518009,1.189634184,0.870933019,0.999921583,Srsf7,68053000,74006000,55439000,63749000,65930000,65435400,87717000,105480000,63733000,66060000,65404000,77678800,7,7,3,5,4,5.2,6,6,4,3,6,5
Q4KLK1;A0A0G2QC38,Q4KLK1,-0.050117104,0.965857927,0.974054951,0.999921583,Srsf11,30238000,44975000,35063000,46128000,41239000,39528600,38019000,41820000,45750000,33228000,31726000,38108600,3,7,6,6,5,5.4,3,3,4,3,3,3.2
Q4KLK7;Q5RJN5,Q4KLK7,-0.473828868,0.720051066,0.758989733,0.999921583,Nop56,333930000,383170000,393170000,277620000,392490000,356076000,290010000,267720000,267310000,236880000,216650000,255714000,25,31,28,35,33,30.4,25,30,32,24,23,26.8
Q4KLL0,Q4KLL0,-0.328461855,0.796385106,0.831383035,0.999921583,Tcea1,53040000,67879000,43777000,55364000,53377000,54687400,42204000,49304000,49033000,28343000,48108000,43398400,13,12,8,8,9,10,5,7,5,2,5,4.8
Q4KLL7,Q4KLL7,0.850538923,1.803174381,0.583662345,0.999921583,Vps4b,14245000,17619000,0,22476000,0,10868000,19994000,23843000,29192000,25469000,0,19699600,2,7,2,3,2,3.2,5,5,3,2,0,3
Q4KLP0;A0A0U1RRZ4,Q4KLP0,-0.225526268,0.855282978,0.88369842,0.999921583,Dhtkd1,33998000,34486000,40439000,39658000,41081000,37932400,31659000,31073000,23232000,38816000,37044000,32364800,3,3,4,5,6,4.2,3,4,2,2,2,2.6
Q4KLZ3,Q4KLZ3,0.032120122,1.022513664,0.983369838,0.999921583,Dazap1,49532000,71518000,43766000,64156000,74627000,60719800,62824000,85979000,0,88093000,72879000,61955000,7,6,6,7,5,6.2,5,5,3,5,6,4.8
Q4KLZ6,Q4KLZ6,-0.676713795,0.625588633,0.661988165,0.999921583,Dak,22923000,48731000,28826000,15964000,18308000,26950400,0,30496000,14423000,17563000,21682000,16832800,2,10,5,4,3,4.8,2,4,3,5,4,3.6
Q4KM38,Q4KM38,-0.015330145,0.98943021,0.992062311,0.999921583,Srsf10,79061000,67725000,84062000,72152000,87209000,78041800,81605000,80977000,84258000,70758000,67671000,77053800,12,10,5,7,9,8.6,8,3,8,2,6,5.4
Q4KM69;F7EUU4,Q4KM69,-0.061374564,0.958350592,0.96823029,0.999921583,Cops5,68957000,68642000,59786000,64947000,64581000,65382600,60307000,64042000,60231000,58065000,69781000,62485200,16,12,10,10,10,11.6,7,10,6,7,8,7.6
Q4KM71;A0A0G2K8K0,Q4KM71,-0.130410077,0.913571736,0.93256657,0.999921583,Sfpq,1799700000,1970100000,2178100000,2217300000,2309300000,2094900000,1714200000,1846700000,1849700000,2171700000,1.97E+09,1910260000,46,66,59,67,71,61.8,51,57,58,61,53,56
Q4KM73;A0A0G2JSJ2;A0A0G2JTN5,Q4KM73,-0.19344169,0.874516985,0.900136929,0.999921583,Cmpk1,149780000,147340000,159610000,132820000,131260000,144162000,137610000,120520000,115860000,116150000,138170000,125662000,17,17,18,10,9,14.2,12,13,8,10,10,10.6
Q4KM74,Q4KM74,0.053192809,1.037558592,0.972463395,0.999921583,Sec22b,359020000,293570000,341920000,321490000,335930000,330386000,389060000,359830000,301330000,330910000,328760000,341978000,29,24,23,17,16,21.8,24,29,23,21,12,21.8
Q4KM87,Q4KM87,-0.10435339,0.930221771,0.946013713,0.999921583,Actl6a,97088000,113280000,108640000,135080000,106290000,112075600,110860000,100630000,117050000,85139000,106150000,103965800,9,12,11,14,14,12,8,5,10,5,5,6.6
Q4KMA2,Q4KMA2,-0.069967878,0.952659209,0.963785355,0.999921583,Rad23b,104210000,114890000,99738000,57661000,95196000,94339000,123470000,88878000,92505000,66721000,76027000,89520200,5,7,8,6,8,6.8,9,8,6,11,7,8.2
Q4KMA8;Q9JJ22;A0A0G2K2Y3;Q9JJ22-2,Q4KMA8,0.820445977,1.765951813,0.596867428,0.999921583,Erap1,47827000,102940000,100310000,114210000,100600000,93177400,164510000,156250000,151060000,200470000,149060000,164270000,4,11,9,14,7,9,9,16,11,16,14,13.2
Q4L2A2;B4F7A5,Q4L2A2,1.425454154,2.68599041,0.36429432,0.999921583,Cd99,43623000,0,45750000,50143000,0,27903200,85412000,66574000,57639000,68157000,96458000,74848000,3,0,2,3,0,1.6,4,4,3,5,2,3.6
Q4QQS4;G3V8T5,Q4QQS4,0.07611254,1.054173653,0.960607776,0.999921583,Ruvbl2,318850000,300720000,319560000,307290000,266370000,302558000,280550000,303790000,366810000,322680000,318050000,318376000,33,34,28,35,29,31.8,33,31,21,24,28,27.4
Q4QQS7,Q4QQS7,0.045459965,1.032012157,0.976465058,0.999921583,Umps,71385000,70947000,59119000,63320000,60620000,65078200,67031000,57055000,80136000,75150000,56012000,67076800,15,16,9,14,16,14,9,11,10,6,7,8.6
Q4QQT3,Q4QQT3,-0.086528918,0.941785935,0.955222836,0.999921583,Celf1,34809000,33377000,32311000,29684000,36851000,33406400,27673000,33418000,31060000,36315000,28640000,31421200,7,11,6,6,4,6.8,6,5,6,4,5,5.2
Q4QQV0,Q4QQV0,0.535671277,1.449616495,0.728864139,0.999921583,Tubb6,892620000,879590000,840310000,809300000,810670000,846498000,1066600000,1381100000,1272500000,1211900000,1192600000,1224940000,63,73,60,63,40,59.8,54,53,47,38,38,46
Q4QQV3;A0A0G2JWV2;Q63571;D4ADP1,Q4QQV3,-0.668341091,0.629229803,0.66588058,0.999921583,Fam162a,39873000,32674000,86893000,55033000,52323000,53359200,51526000,31280000,23074000,25582000,35617000,33415800,8,5,5,4,7,5.8,4,2,5,3,2,3.2
Q4QQV4,Q4QQV4,0.097960404,1.070259324,0.949315814,0.999921583,Hars,281520000,196940000,212270000,220680000,180050000,218292000,216330000,230710000,254580000,224490000,239960000,233214000,21,28,26,27,20,24.4,23,27,19,23,24,23.2
Q4QQW4;D3ZVU7,Q4QQW4,-0.16571124,0.891488912,0.914384441,0.999921583,Hdac1;Hdac1l,151550000,1.81E+08,155590000,98808000,141410000,145671600,185130000,135850000,117290000,107480000,101290000,129408000,11,16,16,17,16,15.2,13,13,10,13,13,12.4
Q4QQW8;B1WBP6,Q4QQW8,-1.031005777,0.489368866,0.507870499,0.999921583,Plbd2,59951000,99049000,96577000,70863000,64716000,78231200,46711000,30586000,43321000,26016000,43824000,38091600,16,12,11,9,7,11,7,2,6,3,3,4.2
Q4QRB8;P20673,Q4QRB8,0.701878642,1.626621561,0.650352459,0.999921583,Asl,24436000,22487000,0,27915000,25663000,20100200,30158000,30993000,36765000,37277000,28262000,32691000,4,8,0,3,4,3.8,7,8,10,4,9,7.6
Q4V7C6;A0A0G2K2C2;A0A096MJ75,Q4V7C6,-0.331508971,0.794704836,0.829845967,0.999921583,Gmps,268580000,293710000,299720000,278160000,272680000,282570000,256170000,250790000,205200000,175130000,231720000,223802000,18,26,28,26,26,24.8,18,19,19,17,12,17
Q4V7D1;A0A0G2K075;A0A0G2JX79;A0A0G2JXS8;Q7TPJ0,Q4V7D1,0.100081015,1.07183365,0.948220364,0.999921583,Ssr1,80086000,83735000,87906000,84108000,96935000,86554000,98593000,83292000,62152000,126590000,92414000,92608200,8,10,9,9,5,8.2,5,8,2,8,4,5.4
Q4V884;A0A0G2JT88,Q4V884,-0.124302338,0.917447598,0.935716798,0.999921583,Cdc16,59749000,64534000,69942000,45841000,66317000,61276600,63194000,61028000,57670000,46270000,52029000,56038200,8,8,13,8,11,9.6,8,11,7,8,6,8
Q4V888,Q4V888,-1.199019831,0.435571109,0.442884823,0.999921583,Tmem55a,41911000,37230000,33401000,25436000,37717000,35139000,25171000,22683000,28521000,0,0,15275000,9,7,9,4,7,7.2,3,3,5,0,0,2.2
Q4V8B7,Q4V8B7,-0.286401796,0.819944522,0.852672031,0.999921583,Hsdl1,55230000,37662000,33239000,37364000,34737000,39646400,30948000,37030000,25713000,32990000,35543000,32444800,14,11,8,8,6,9.4,6,5,5,6,6,5.6
Q4V8C5-2;Q4V8C5;A0A0G2K5P6,Q4V8C5-2,-2.233001325,0.212715737,0.165997242,0.999921583,Arl2bp,8682600,8409100,10485000,0,7150600,6945460,7289100,0,0,0,0,1457820,4,2,4,2,3,3,3,0,0,0,0,0.6
Q4V8E1,Q4V8E1,-0.336077973,0.792191994,0.827542604,0.999921583,Gatad2b,40796000,40316000,48111000,47063000,42199000,43697000,31102000,54573000,25155000,25843000,35999000,34534400,4,7,6,5,8,6,4,4,5,5,4,4.4
Q4V8E2,Q4V8E2,-0.045755826,0.96878214,0.97631194,0.999921583,Psmd14,159480000,173190000,146720000,126180000,145280000,150170000,129070000,151460000,170370000,151770000,123690000,145272000,19,12,14,9,11,13,7,9,10,12,8,9.2
Q4V8F9,Q4V8F9,-2.031251757,0.244642718,0.204404573,0.999921583,Hsdl2,234220000,278320000,221900000,198310000,232790000,233108000,73713000,42533000,82862000,51788000,33683000,56915800,22,22,20,24,17,21,4,3,10,5,3,5
Q4V8H5,Q4V8H5,0.289824485,1.222491543,0.850934771,0.999921583,Dnpep,438830000,425750000,333980000,449440000,372620000,404124000,483460000,483450000,518880000,466800000,512200000,492958000,32,35,33,28,24,30.4,33,32,32,22,26,29
Q4V8I7,Q4V8I7,-0.101526792,0.932046093,0.947473579,0.999921583,Lrrc8a,31687000,36053000,34025000,34152000,33985000,33980400,30411000,28443000,30326000,37669000,31221000,31614000,3,8,2,5,5,4.6,3,5,2,7,5,4.4
Q4V8I9;A0A0G2K542;Q5XFW3,Q4V8I9,-0.021246353,0.98538106,0.988999189,0.999921583,Ugp2,429390000,335060000,360740000,351290000,333490000,361994000,306750000,334530000,399480000,407920000,333020000,356340000,27,29,31,32,31,30,28,29,28,23,18,25.2
Q4V8K2,Q4V8K2,-0.531867735,0.691658722,0.730703738,0.999921583,Ctnnbl1,16552000,23699000,20974000,14419000,19343000,18997400,17689000,16324000,12225000,0,18922000,13032000,2,6,4,3,4,3.8,3,3,4,3,3,3.2
Q4VBH2,Q4VBH2,-0.297926708,0.813420521,0.846825622,0.999921583,Trnt1,26350000,17510000,20066000,26588000,18809000,21864600,16213000,17376000,21596000,15841000,17769000,17759000,6,5,8,4,5,5.6,6,3,6,2,3,4
Q505J6,Q505J6,0.456777428,1.372472676,0.76737265,0.999921583,Slc25a18,22237000,22438000,21995000,34496000,24346000,25102400,29529000,38742000,27362000,46636000,30030000,34459800,5,6,7,5,6,5.8,6,7,5,6,6,6
Q505J8,Q505J8,-0.098302025,0.934131768,0.949139335,0.999921583,Farsa,262450000,171430000,164600000,140110000,123140000,172346000,175500000,184990000,178620000,158880000,106550000,160908000,19,25,30,21,20,23,27,23,15,15,9,17.8
Q52KJ9,Q52KJ9,0.10566811,1.075992566,0.945334764,0.999921583,Tmx1,112390000,115200000,112290000,102910000,97263000,108010600,133500000,116600000,89617000,126690000,113290000,115939400,18,10,9,11,8,11.2,13,12,14,8,11,11.6
Q52KS1;A0A0G2KBC7;P47858,Q52KS1,-0.423584691,0.74556979,0.783779577,0.999921583,Pfkm,1118500000,1351500000,1321600000,1428500000,1317100000,1307440000,876060000,935010000,1.03E+09,1066300000,960960000,973066000,51,60,60,62,65,59.6,40,42,39,49,42,42.4
Q561R9,Q561R9,-1.149268023,0.450853922,0.461546436,0.999921583,Lactb2,37854000,34386000,24987000,0,26941000,24833600,14690000,0,0,17639000,23183000,11102400,10,8,6,3,6,6.6,2,3,0,2,5,2.4
Q561S0;A0A1W2Q6F8;Q6P6W6,Q561S0,-0.185555985,0.879310143,0.904184986,0.999921583,Ndufa10,236960000,246100000,215550000,255780000,269050000,244688000,171940000,245540000,230010000,198800000,227310000,214720000,30,27,26,23,27,26.6,13,20,14,12,15,14.8
Q562C2,Q562C2,0.311724271,1.241190252,0.839838989,0.999921583,Bop1,0,22497000,16992000,21427000,21683000,16519800,26521000,25348000,24923000,25836000,0,20525600,0,2,2,5,3,2.4,4,5,4,4,0,3.4
Q562C6,Q562C6,0.260462335,1.197862518,0.865864055,0.999921583,Lztfl1,25706000,23749000,19334000,21748000,23502000,22807800,26157000,32236000,26968000,24757000,26210000,27265600,5,4,6,4,4,4.6,7,7,6,3,5,5.6
Q566C7,Q566C7,-0.110910196,0.926003662,0.942628096,0.999921583,Nudt3,67130000,68476000,62688000,56299000,57761000,62470800,60235000,61439000,40397000,54593000,71521000,57637000,9,5,9,7,8,7.6,7,3,4,4,5,4.6
Q566E4;Q811S1,Q566E4,-0.202347512,0.86913518,0.895568776,0.999921583,Hnrnpr,837060000,955920000,1055300000,822810000,1008700000,935958000,877500000,826850000,740250000,816440000,795090000,811226000,28,40,34,42,37,36.2,30,35,39,41,37,36.4
Q566E5,Q566E5,0.192693886,1.142895808,0.90052067,0.999921583,Kdelc2,0,29743000,25654000,16224000,29577000,20239600,32822000,30566000,25314000,0,2.60E+07,22940400,0,5,3,4,4,3.2,5,4,6,0,2,3.4
Q566Q8,Q566Q8,0.808189519,1.751012665,0.602289273,0.999921583,Bles03,14361000,13293000,0,0,0,5530800,16401000,15025000,0,0,16532000,9591600,3,4,0,0,2,1.8,4,7,0,2,2,3
Q568Z4,Q568Z4,-1.988081294,0.252073909,0.213512474,0.999921583,Spcs3,22794000,20315000,16604000,19543000,16615000,19174200,14897000,9144300,0,0,0,4808260,2,2,2,3,3,2.4,2,2,2,0,0,1.2
Q568Z6,Q568Z6,-0.403091695,0.756235932,0.793964663,0.999921583,Ist1,26346000,31271000,23306000,0,22781000,20740800,0,25353000,23688000,0,28831000,15574400,3,6,5,3,5,4.4,2,4,4,2,2,2.8
Q569A6,Q569A6,0.007647861,1.005315169,0.996040011,0.999921583,Kdelr1,33901000,21386000,31844000,22451000,21792000,26274800,30431000,34252000,23880000,19714000,23479000,26351200,8,3,5,4,5,5,3,3,3,5,4,3.6
Q56A27,Q56A27,-0.048303328,0.96707298,0.974993564,0.999921583,Ncbp1,79019000,101400000,104840000,114090000,110360000,101941800,99104000,96809000,108780000,114180000,73617000,98498000,12,15,11,20,16,14.8,8,7,8,12,6,8.2
Q56R15;A0A0G2JZS1;Q3KR98;F1LT58;A0A0H2UHW5;Q56R16,Q56R15,0.07361107,1.052347419,0.961901275,0.999921583,Kpna6;Kpna5,94498000,70048000,71863000,58531000,55739000,70135800,83559000,69523000,69370000,78176000,67690000,73663600,6,10,14,9,9,9.6,12,11,7,9,6,9
Q56R17,Q56R17,-0.014934579,0.989701535,0.992267121,0.999921583,Kpna4,207420000,157070000,176580000,121840000,107080000,153998000,206880000,158440000,143620000,120610000,130250000,151960000,11,20,15,13,11,14,9,17,16,12,9,12.6
Q56R18,Q56R18,0.563118037,1.47745894,0.715641961,0.999921583,Kpna3,51013000,43994000,48073000,32991000,39457000,43105600,78234000,65244000,55899000,55219000,62780000,63475200,2,5,4,7,6,4.8,10,6,6,10,11,8.6
Q5BJ93;M0R5J4;P04764;Q5EB49,Q5BJ93,-0.176242873,0.885004764,0.908969447,0.999921583,Eno1,1.24E+10,1.55E+10,1.24E+10,1.41E+10,1.43E+10,13742200000,1.19E+10,1.19E+10,1.37E+10,1.06E+10,1.26E+10,12127400000,563,533,485,473,416,494,380,407,400,251,278,343.2
Q5BJM8,Q5BJM8,-0.393895796,0.76107166,0.798548138,0.999921583,Slc30a7,14589000,12436000,6767600,9423900,0,8643300,11080000,0,11119000,10768000,0,6593400,3,2,2,2,0,1.8,2,0,0,2,0,0.8
Q5BJN3,Q5BJN3,0.014458523,1.010072272,0.992513606,0.999921583,Tial1,87658000,84766000,79564000,100060000,94028000,89215200,84550000,85161000,94589000,93397000,92017000,89942800,14,12,12,12,11,12.2,10,10,10,11,10,10.2
Q5BJP4,Q5BJP4,-0.463624662,0.725162053,0.764002571,0.999921583,Rbm39,210830000,290060000,257290000,195130000,263600000,243382000,199510000,154990000,182400000,162120000,180220000,175848000,14,17,20,24,22,19.4,11,15,18,20,13,15.4
Q5BJP9,Q5BJP9,0.113453065,1.081814444,0.941315397,0.999921583,Phyhd1,34348000,38792000,27255000,27948000,26943000,31057200,23176000,39558000,38015000,38460000,28704000,33582600,6,9,3,7,8,6.6,2,7,7,7,2,5
Q5BJQ6,Q5BJQ6,-0.100660475,0.932605941,0.94792105,0.999921583,Cstf1,29194000,22311000,25882000,23733000,23456000,24915200,19520000,21159000,25357000,21400000,28415000,23170200,7,6,5,3,6,5.4,4,4,5,3,2,3.6
Q5BJT7,Q5BJT7,-0.066830803,0.954732977,0.965407882,0.999921583,Ccdc93,40635000,43077000,50577000,45003000,42921000,44442600,35611000,45492000,42960000,39357000,48174000,42318800,5,4,6,11,8,6.8,10,6,5,4,9,6.8
Q5BJZ3,Q5BJZ3,-0.170447633,0.888566938,0.911948576,0.999921583,Nnt,627690000,623140000,625260000,708360000,684620000,653814000,512230000,568580000,5.51E+08,685230000,583630000,580134000,35,46,41,47,41,42,28,27,25,33,28,28.2
Q5BK07,Q5BK07,-0.129894811,0.913898081,0.932831989,0.999921583,Ccdc43,8456900,8738500,9008900,0,7910700,6823000,9475400,9527800,0,0,11816000,6163840,3,2,2,0,2,1.8,2,3,0,0,2,1.4
Q5BK63,Q5BK63,-0.355134898,0.781796538,0.817953973,0.999921583,Ndufa9,222390000,214700000,202910000,194510000,193760000,205654000,163820000,171430000,142470000,168160000,156370000,160450000,30,19,24,16,22,22.2,13,13,10,9,10,11
Q5BK81;Q5BK81-2,Q5BK81,-0.49975383,0.707227447,0.746306441,0.999921583,Ptgr2,104070000,106630000,88696000,115110000,125420000,107985200,98023000,111120000,67565000,49966000,54310000,76196800,12,7,8,9,10,9.2,8,9,7,2,7,6.6
Q5BKA1;P38062;Q6IRK1;F1LRI8,Q5BKA1,-0.633371634,0.644668039,0.682247397,0.999921583,Metap2,45598000,39245000,33680000,27223000,32691000,35687400,26930000,28564000,25153000,34727000,0,23074800,5,10,10,9,8,8.4,3,4,6,3,2,3.6
Q5D023;Q62698;A0A096MIY2;O35109;O35108;Q76N43;O35110;A0A096MKA1,Q5D023,0.193902335,1.143853536,0.899900551,0.999921583,Dync1li2,281780000,191320000,199880000,171560000,177430000,204394000,230850000,223550000,234040000,270830000,208420000,233538000,15,26,21,22,20,20.8,26,29,27,26,17,25
Q5D059;P61980;M0R9K1,Q5D059,-0.242701335,0.845161331,0.874921715,0.999921583,Hnrnpk;LOC100359916,5725600000,4379200000,4.42E+09,3968600000,3683900000,4435660000,3.52E+09,3922600000,3633900000,4127300000,3519800000,3743920000,120,158,157,137,151,144.6,104,148,120,103,107,116.4
Q5EAJ6-2,Q5EAJ6-2,0.847582971,1.799483621,0.584952418,0.999921583,Ikbip,8474300,12006000,0,13272000,0,6750460,18284000,15188000,0,13345000,13800000,12123400,2,3,4,3,0,2.4,3,4,3,3,2,3
Q5EB77,Q5EB77,-0.12549687,0.916688278,0.935100594,0.999921583,Rab18,97345000,88522000,97235000,86855000,84383000,90868000,87911000,91367000,67412000,78762000,89866000,83063600,11,8,13,5,9,9.2,9,7,6,8,9,7.8
Q5EB90,Q5EB90,-0.310815469,0.806185942,0.84029869,0.999921583,Polr2c,35894000,30456000,32744000,29244000,31034000,31874400,32319000,30835000,30814000,0,33670000,25527600,5,5,4,5,5,4.8,4,5,5,2,4,4
Q5EBA4;G3V728,Q5EBA4,-0.093003844,0.937568598,0.951876662,0.999921583,Nipsnap1,50225000,45293000,43753000,41897000,41049000,44443400,42400000,41070000,33975000,47683000,42795000,41584600,8,3,6,6,4,5.4,5,4,4,2,3,3.6
Q5EBB0;G3V9A3;Q68FS0,Q5EBB0,-0.204471085,0.867856799,0.894480088,0.999921583,LOC298795;Sfn,487550000,399760000,356130000,319460000,305900000,373760000,345580000,328530000,337960000,308090000,298360000,323704000,9,6,5,4,4,5.6,4,3,4,4,4,3.8
Q5EBD4;Q3B8P4;Q8K4F7,Q5EBD4,0.099794591,1.071620876,0.948368316,0.999921583,Dcps,82605000,92270000,79351000,92062000,103110000,89879600,85941000,86272000,103450000,105470000,99474000,96121400,12,18,18,15,13,15.2,10,10,7,6,6,7.8
Q5EGY4,Q5EGY4,0.03856944,1.027094866,0.980031404,0.999921583,Ykt6,280470000,247070000,2.68E+08,249880000,249790000,259042000,292580000,270250000,235860000,263880000,264480000,265410000,22,18,21,20,13,18.8,22,23,17,10,14,17.2
Q5FVH2,Q5FVH2,-2.284241131,0.20529336,0.157278687,0.999921583,Pld3,21284000,0,20969000,11847000,16258000,14071600,14289000,0,0,0,0,2857800,4,2,4,5,2,3.4,2,0,3,3,0,1.6
Q5FVI6,Q5FVI6,0.694333712,1.618136947,0.65383107,0.999921583,Atp6v1c1,21673000,29238000,0,22302000,22871000,19216800,24861000,43666000,22590000,23675000,40201000,30998600,5,6,0,3,4,3.6,6,5,6,3,4,4.8
Q5FVL2,Q5FVL2,-0.844349467,0.556961895,0.586365791,0.999921583,Emc8,93619000,75286000,113690000,84624000,85670000,90577800,79142000,59242000,52856000,28997000,31234000,50294200,13,7,12,9,6,9.4,13,9,8,3,3,7.2
Q5FVM2;A0A0G2JWZ2;Q7TP38,Q5FVM2,0.254469131,1.192896712,0.868918258,0.999921583,G6pc;Psme3,71445000,69927000,69333000,74711000,79941000,73071400,63302000,99252000,101950000,93070000,77923000,87099400,17,9,8,4,10,9.6,5,10,6,10,7,7.6
Q5FVM4,Q5FVM4,-0.354042477,0.782388746,0.818502809,0.999921583,Nono,882750000,876170000,817360000,584350000,686150000,769356000,725010000,666630000,601400000,522380000,486620000,600408000,39,50,58,57,54,51.6,41,51,36,41,42,42.2
Q5FVN0,Q5FVN0,1.195513011,2.290262576,0.444183994,0.999921583,Lpcat3,36592000,0,27444000,42052000,0,21217600,47452000,51279000,53747000,53220000,37880000,48715600,5,3,3,4,2,3.4,6,6,8,4,5,5.8
Q5FVQ8;A0A0G2K1Q1,Q5FVQ8,-0.42628024,0.744178059,0.782442885,0.999921583,Nlrx1,28428000,30240000,38778000,26440000,35076000,31792400,0,34239000,28661000,34604000,21014000,23703600,4,5,8,4,6,5.4,2,5,2,7,3,3.8
Q5FWT1,Q5FWT1,0.408032327,1.326874872,0.791505385,0.999921583,Fam98a,0,33764000,32623000,0,29769000,19231200,35678000,27526000,28457000,0,34517000,25235600,0,5,3,0,4,2.4,4,4,4,0,4,3.2
Q5FWY5,Q5FWY5,0.381845836,1.303007905,0.804566709,0.999921583,Aip,38723000,35303000,39167000,42027000,38161000,38676200,41562000,47817000,49404000,53779000,58865000,50285400,8,11,6,7,6,7.6,9,9,8,6,5,7.4
Q5GFD9,Q5GFD9,0.157583875,1.115417549,0.918566368,0.999921583,Impact,49805000,44257000,49529000,56687000,52198000,50495200,52976000,54506000,56759000,63608000,53400000,56249800,11,11,12,6,10,10,9,7,6,9,7,7.6
